director_name,director_name,proportion
Jody Hill,1,0.026624068157614485
Joe Berlinger,1,0.026624068157614485
Joe Camp,1,0.026624068157614485
Joe Carnahan,3,0.07987220447284345
Joe Chappelle,1,0.026624068157614485
Joe Charbanic,1,0.026624068157614485
Joe Cornish,1,0.026624068157614485
Joe Dante,6,0.1597444089456869
Joe Johnston,4,0.10649627263045794
Joe Nussbaum,3,0.07987220447284345
Joe Pytka,1,0.026624068157614485
Joe Roth,2,0.05324813631522897
Joe Swanberg,1,0.026624068157614485
Joe Wright,7,0.1863684771033014
Joel Coen,4,0.10649627263045794
Joel Edgerton,2,0.05324813631522897
Joel Gallen,1,0.026624068157614485
Joel Schumacher,12,0.3194888178913738
Joel Zwick,2,0.05324813631522897
Joey Lauren Adams,1,0.026624068157614485
John 'Bud' Cardos,1,0.026624068157614485
John A. Davis,2,0.05324813631522897
John Badham,1,0.026624068157614485
John Bonito,1,0.026624068157614485
John Boorman,1,0.026624068157614485
John Cameron Mitchell,3,0.07987220447284345
John Carl Buechler,1,0.026624068157614485
John Carney,2,0.05324813631522897
John Carpenter,13,0.34611288604898827
John Cornell,1,0.026624068157614485
John Crowley,1,0.026624068157614485
John Curran,2,0.05324813631522897
John Dahl,4,0.10649627263045794
John Duigan,1,0.026624068157614485
John Eng,1,0.026624068157614485
John Erick Dowdle,4,0.10649627263045794
John Fortenberry,1,0.026624068157614485
John Francis Daley,1,0.026624068157614485
John Frankenheimer,3,0.07987220447284345
John G. Avildsen,3,0.07987220447284345
John Gatins,1,0.026624068157614485
John Glen,5,0.13312034078807242
John Gray,1,0.026624068157614485
John Hamburg,3,0.07987220447284345
John Herzfeld,1,0.026624068157614485
John Hillcoat,3,0.07987220447284345
John Hoffman,1,0.026624068157614485
John Lafia,1,0.026624068157614485
John Landis,3,0.07987220447284345
John Lasseter,5,0.13312034078807242
John Lee Hancock,5,0.13312034078807242
John Luessenhop,2,0.05324813631522897
John Madden,5,0.13312034078807242
John Maybury,1,0.026624068157614485
John McNaughton,1,0.026624068157614485
John McTiernan,10,0.26624068157614483
John Michael McDonagh,1,0.026624068157614485
John Milius,3,0.07987220447284345
John Moore,4,0.10649627263045794
John Ottman,1,0.026624068157614485
John Pasquin,3,0.07987220447284345
John Patrick Shanley,1,0.026624068157614485
John Polson,2,0.05324813631522897
John Putch,1,0.026624068157614485
John R. Leonetti,2,0.05324813631522897
John Sayles,3,0.07987220447284345
John Schlesinger,2,0.05324813631522897
John Schultz,3,0.07987220447284345
John Singleton,7,0.1863684771033014
John Stainton,1,0.026624068157614485
John Stockwell,3,0.07987220447284345
John Waters,3,0.07987220447284345
John Wells,2,0.05324813631522897
John Whitesell,4,0.10649627263045794
John Woo,6,0.1597444089456869
Johnnie To,1,0.026624068157614485
Johnny Remo,1,0.026624068157614485
Jon Amiel,4,0.10649627263045794
Jon Avnet,3,0.07987220447284345
Jon Favreau,7,0.1863684771033014
Jon Gunn,2,0.05324813631522897
Jon Hess,1,0.026624068157614485
Jon Hurwitz,2,0.05324813631522897
Jon Kasdan,1,0.026624068157614485
Jon Lucas,1,0.026624068157614485
Jon M. Chu,5,0.13312034078807242
Jon Poll,1,0.026624068157614485
Jon Shear,1,0.026624068157614485
Jon Stewart,1,0.026624068157614485
Jon Turteltaub,7,0.1863684771033014
Jonas Elmer,1,0.026624068157614485
Jonas Åkerlund,1,0.026624068157614485
Jonathan Caouette,1,0.026624068157614485
Jonathan Dayton,1,0.026624068157614485
Jonathan Demme,4,0.10649627263045794
Jonathan Frakes,4,0.10649627263045794
Jonathan Glazer,1,0.026624068157614485
Jonathan Hensleigh,1,0.026624068157614485
Jonathan Kaplan,1,0.026624068157614485
Jonathan Kesselman,1,0.026624068157614485
Jonathan Levine,3,0.07987220447284345
Jonathan Liebesman,6,0.1597444089456869
Jonathan Lynn,4,0.10649627263045794
Jonathan Mostow,4,0.10649627263045794
Jonathan Newman,1,0.026624068157614485
Jonathan Teplitzky,1,0.026624068157614485
Joon-ho Bong,2,0.05324813631522897
Jorge Blanco,1,0.026624068157614485
Jorge R. Gutiérrez,1,0.026624068157614485
Jorma Taccone,1,0.026624068157614485
Josef Rusnak,1,0.026624068157614485
Joseph Dorman,1,0.026624068157614485
Joseph Gordon-Levitt,1,0.026624068157614485
Joseph Kahn,1,0.026624068157614485
Joseph Kosinski,3,0.07987220447284345
Joseph L. Mankiewicz,1,0.026624068157614485
Joseph Ruben,1,0.026624068157614485
Joseph Sargent,1,0.026624068157614485
Joseph Zito,1,0.026624068157614485
Josh Boone,1,0.026624068157614485
Josh Gordon,2,0.05324813631522897
Josh Schwartz,1,0.026624068157614485
Josh Trank,3,0.07987220447284345
Joshua Marston,1,0.026624068157614485
Joshua Michael Stern,1,0.026624068157614485
Joshua Oppenheimer,1,0.026624068157614485
Joshua Seftel,1,0.026624068157614485
Joshua Tickell,1,0.026624068157614485
Joss Whedon,4,0.10649627263045794
José Padilha,3,0.07987220447284345
Juan Carlos Fresnadillo,1,0.026624068157614485
Juan José Campanella,1,0.026624068157614485
Judd Apatow,5,0.13312034078807242
Julian Jarrold,1,0.026624068157614485
Julian Schnabel,1,0.026624068157614485
Julie Anne Robinson,2,0.05324813631522897
Julie Taymor,4,0.10649627263045794
Julio DePietro,1,0.026624068157614485
Jun Falkenstein,1,0.026624068157614485
Justin Chadwick,2,0.05324813631522897
Justin Kerrigan,1,0.026624068157614485
Justin Lin,5,0.13312034078807242
Justin Zackham,1,0.026624068157614485
Kaige Chen,1,0.026624068157614485
Kar-Wai Wong,3,0.07987220447284345
Karan Johar,2,0.05324813631522897
Karen Moncrieff,1,0.026624068157614485
Karey Kirkpatrick,1,0.026624068157614485
Karim Aïnouz,1,0.026624068157614485
Karyn Kusama,2,0.05324813631522897
Kasi Lemmons,2,0.05324813631522897
Kat Coiro,1,0.026624068157614485
Katherine Dieckmann,1,0.026624068157614485
Kathryn Bigelow,3,0.07987220447284345
Katsuhiro Ôtomo,2,0.05324813631522897
Katt Shea,1,0.026624068157614485
Keenen Ivory Wayans,4,0.10649627263045794
Keith Gordon,1,0.026624068157614485
Kelly Asbury,1,0.026624068157614485
Kelly Makin,1,0.026624068157614485
Kelly Reichardt,2,0.05324813631522897
Ken Kwapis,4,0.10649627263045794
Ken Scott,2,0.05324813631522897
Kenneth Branagh,8,0.21299254526091588
Kenneth Johnson,1,0.026624068157614485
Kenneth Lonergan,2,0.05324813631522897
Kenny Ortega,3,0.07987220447284345
Kent Alterman,1,0.026624068157614485
Kerry Conran,1,0.026624068157614485
Kevin Allen,2,0.05324813631522897
Kevin Bray,2,0.05324813631522897
Kevin Brodie,1,0.026624068157614485
Kevin Costner,3,0.07987220447284345
Kevin Donovan,1,0.026624068157614485
Kevin Greutert,2,0.05324813631522897
Kevin Hooks,1,0.026624068157614485
Kevin Jordan,1,0.026624068157614485
Kevin Lima,2,0.05324813631522897
Kevin Macdonald,1,0.026624068157614485
Kevin Munroe,2,0.05324813631522897
Kevin Reynolds,5,0.13312034078807242
Kevin Rodney Sullivan,3,0.07987220447284345
Kevin Smith,10,0.26624068157614483
Kevin Spacey,2,0.05324813631522897
Kevin Tancharoen,2,0.05324813631522897
Kevin Tenney,1,0.026624068157614485
Kimberly Peirce,4,0.10649627263045794
King Vidor,1,0.026624068157614485
Kinka Usher,1,0.026624068157614485
Kirk De Micco,2,0.05324813631522897
Kirk Jones,5,0.13312034078807242
Kirk Wong,1,0.026624068157614485
Kirsten Sheridan,1,0.026624068157614485
Klaus Menzel,1,0.026624068157614485
Kris Isacsson,1,0.026624068157614485
Kurt Voss,1,0.026624068157614485
Kurt Wimmer,2,0.05324813631522897
Kyle Balda,1,0.026624068157614485
Lajos Koltai,1,0.026624068157614485
Lana Wachowski,6,0.1597444089456869
Lance Hool,1,0.026624068157614485
Lance Mungia,1,0.026624068157614485
Larry Blamire,1,0.026624068157614485
Larry Charles,4,0.10649627263045794
Lars von Trier,3,0.07987220447284345
Lasse Hallström,7,0.1863684771033014
Laurent Tirard,1,0.026624068157614485
Laurie Collyer,1,0.026624068157614485
Lawrence Guterman,2,0.05324813631522897
Lawrence Kasdan,4,0.10649627263045794
Lee Daniels,3,0.07987220447284345
Lee Tamahori,4,0.10649627263045794
Lee Toland Krieger,1,0.026624068157614485
Lee Unkrich,1,0.026624068157614485
Leigh Whannell,1,0.026624068157614485
Len Wiseman,3,0.07987220447284345
Lena Dunham,1,0.026624068157614485
Lenny Abrahamson,1,0.026624068157614485
Leon Ichaso,1,0.026624068157614485
Leonard Nimoy,3,0.07987220447284345
Les Mayfield,5,0.13312034078807242
Leslie Small,1,0.026624068157614485
Leslye Headland,1,0.026624068157614485
Levan Gabriadze,1,0.026624068157614485
Lewis Gilbert,3,0.07987220447284345
Lexi Alexander,1,0.026624068157614485
Li Zhang,1,0.026624068157614485
Lisa Cholodenko,1,0.026624068157614485
Liz Friedlander,1,0.026624068157614485
Lloyd Bacon,1,0.026624068157614485
Lloyd Kaufman,1,0.026624068157614485
Lone Scherfig,2,0.05324813631522897
Lorene Scafaria,1,0.026624068157614485
Louis C.K.,1,0.026624068157614485
Louis Leterrier,7,0.1863684771033014
Louis Morneau,1,0.026624068157614485
Luc Besson,4,0.10649627263045794
Luc Jacquet,1,0.026624068157614485
Luca Guadagnino,1,0.026624068157614485
Lucio Fulci,1,0.026624068157614485
Lucky McKee,1,0.026624068157614485
Lucrecia Martel,1,0.026624068157614485
Luis Llosa,2,0.05324813631522897
Luis Mandoki,2,0.05324813631522897
Luis Valdez,1,0.026624068157614485
Luke Greenfield,4,0.10649627263045794
Lynne Ramsay,1,0.026624068157614485
M. Night Shyamalan,8,0.21299254526091588
Mabrouk El Mechri,1,0.026624068157614485
Maggie Carey,1,0.026624068157614485
Maggie Greenwald,1,0.026624068157614485
Majid Majidi,1,0.026624068157614485
Malcolm D. Lee,5,0.13312034078807242
Mamoru Hosoda,1,0.026624068157614485
Marc Abraham,1,0.026624068157614485
Marc F. Adler,1,0.026624068157614485
Marc Forby,1,0.026624068157614485
Marc Forster,7,0.1863684771033014
Marc Lawrence,2,0.05324813631522897
Marc Levin,1,0.026624068157614485
Marc Schölermann,1,0.026624068157614485
Marc Webb,3,0.07987220447284345
Marco Kreuzpaintner,2,0.05324813631522897
Marco Schnabel,1,0.026624068157614485
Marcos Siega,1,0.026624068157614485
Marcus Dunstan,1,0.026624068157614485
Marcus Raboy,1,0.026624068157614485
Maria Maggenti,1,0.026624068157614485
Marielle Heller,1,0.026624068157614485
Mark A.Z. Dippé,1,0.026624068157614485
Mark Andrews,1,0.026624068157614485
Mark Brown,1,0.026624068157614485
Mark Christopher,1,0.026624068157614485
Mark Dindal,3,0.07987220447284345
Mark Helfrich,1,0.026624068157614485
Mark Herman,1,0.026624068157614485
Mark Illsley,1,0.026624068157614485
Mark L. Lester,2,0.05324813631522897
Mark Mylod,1,0.026624068157614485
Mark Neveldine,5,0.13312034078807242
Mark Osborne,2,0.05324813631522897
Mark Pellington,2,0.05324813631522897
Mark Piznarski,1,0.026624068157614485
Mark Romanek,2,0.05324813631522897
Mark Rosman,2,0.05324813631522897
Mark Rydell,1,0.026624068157614485
Mark Sandrich,1,0.026624068157614485
Mark Steven Johnson,2,0.05324813631522897
Mark Tarlov,1,0.026624068157614485
Mark Tonderai,1,0.026624068157614485
Mark Waters,6,0.1597444089456869
Mars Callahan,1,0.026624068157614485
Martin Brest,4,0.10649627263045794
Martin Campbell,9,0.23961661341853036
Martin Koolhoven,1,0.026624068157614485
Martin Lawrence,1,0.026624068157614485
Martin McDonagh,2,0.05324813631522897
Martin Scorsese,16,0.42598509052183176
Martin Weisz,1,0.026624068157614485
Mary Harron,1,0.026624068157614485
Mary Lambert,2,0.05324813631522897
Mary McGuckian,1,0.026624068157614485
Masayuki Ochiai,1,0.026624068157614485
Mathieu Kassovitz,2,0.05324813631522897
Matt Bettinelli-Olpin,1,0.026624068157614485
Matt Dillon,1,0.026624068157614485
Matt Maiellaro,1,0.026624068157614485
Matt Piedmont,1,0.026624068157614485
Matt Reeves,3,0.07987220447284345
Matt Williams,1,0.026624068157614485
Matthew O'Callaghan,1,0.026624068157614485
Matthew Robbins,1,0.026624068157614485
Matthew Vaughn,4,0.10649627263045794
Matty Rich,1,0.026624068157614485
Maurice Joyce,1,0.026624068157614485
Max Joseph,1,0.026624068157614485
McG,6,0.1597444089456869
Meiert Avis,1,0.026624068157614485
Mel Brooks,3,0.07987220447284345
Mel Gibson,3,0.07987220447284345
Mel Smith,1,0.026624068157614485
Melvin Van Peebles,1,0.026624068157614485
Mennan Yapo,1,0.026624068157614485
Menno Meyjes,1,0.026624068157614485
Mic Rodgers,1,0.026624068157614485
Michael Anderson,1,0.026624068157614485
Michael Apted,5,0.13312034078807242
Michael Bay,13,0.34611288604898827
Michael Caton-Jones,4,0.10649627263045794
Michael Chapman,1,0.026624068157614485
Michael Cimino,1,0.026624068157614485
Michael Clancy,1,0.026624068157614485
Michael Corrente,2,0.05324813631522897
Michael Cristofer,1,0.026624068157614485
Michael Cuesta,2,0.05324813631522897
Michael D. Sellers,1,0.026624068157614485
Michael Dinner,1,0.026624068157614485
Michael Dougherty,1,0.026624068157614485
Michael Dowse,1,0.026624068157614485
Michael Gornick,1,0.026624068157614485
Michael Haneke,3,0.07987220447284345
Michael Herz,1,0.026624068157614485
Michael Hoffman,3,0.07987220447284345
Michael J. Bassett,1,0.026624068157614485
Michael Landon Jr.,1,0.026624068157614485
Michael Lehmann,2,0.05324813631522897
Michael Lembeck,2,0.05324813631522897
Michael Mann,6,0.1597444089456869
Michael Martin,1,0.026624068157614485
Michael Mayer,2,0.05324813631522897
Michael McCullers,1,0.026624068157614485
Michael McGowan,1,0.026624068157614485
Michael Meredith,1,0.026624068157614485
Michael Moore,4,0.10649627263045794
Michael O. Sajbel,1,0.026624068157614485
Michael Patrick Jann,1,0.026624068157614485
Michael Patrick King,1,0.026624068157614485
Michael Polish,4,0.10649627263045794
Michael Pressman,1,0.026624068157614485
Michael Radford,1,0.026624068157614485
Michael Ritchie,2,0.05324813631522897
Michael Rymer,2,0.05324813631522897
Michael Schultz,1,0.026624068157614485
Michael Spierig,1,0.026624068157614485
Michael Sucsy,1,0.026624068157614485
Michael Tiddes,2,0.05324813631522897
Michael Tollin,2,0.05324813631522897
Michael Wadleigh,1,0.026624068157614485
Michael Winterbottom,6,0.1597444089456869
Michel Gondry,4,0.10649627263045794
Michel Hazanavicius,1,0.026624068157614485
Michel Leclerc,1,0.026624068157614485
Michel Orion Scott,1,0.026624068157614485
Mick Jackson,2,0.05324813631522897
Mickey Liddell,1,0.026624068157614485
Miguel Arteta,4,0.10649627263045794
Miguel Sapochnik,1,0.026624068157614485
Mikael Håfström,4,0.10649627263045794
Mikael Salomon,1,0.026624068157614485
Mike Bigelow,1,0.026624068157614485
Mike Binder,3,0.07987220447284345
Mike Cahill,1,0.026624068157614485
Mike Disa,1,0.026624068157614485
Mike Figgis,2,0.05324813631522897
Mike Flanagan,1,0.026624068157614485
Mike Gabriel,1,0.026624068157614485
Mike Judge,3,0.07987220447284345
Mike Leigh,5,0.13312034078807242
Mike Marvin,1,0.026624068157614485
Mike McCoy,1,0.026624068157614485
Mike Mills,2,0.05324813631522897
Mike Mitchell,4,0.10649627263045794
Mike Nawrocki,2,0.05324813631522897
Mike Newell,7,0.1863684771033014
Mike Nichols,5,0.13312034078807242
Mike van Diem,1,0.026624068157614485
Milos Forman,3,0.07987220447284345
Mimi Leder,3,0.07987220447284345
Mira Nair,4,0.10649627263045794
Miranda July,1,0.026624068157614485
Mitch Davis,1,0.026624068157614485
Morgan J. Freeman,2,0.05324813631522897
Morgan Neville,1,0.026624068157614485
Morgan Spurlock,2,0.05324813631522897
Mort Nathan,1,0.026624068157614485
Morten Tyldum,2,0.05324813631522897
Myles Berkowitz,1,0.026624068157614485
Måns Mårlind,1,0.026624068157614485
Nacho Vigalondo,1,0.026624068157614485
Nadine Labaki,1,0.026624068157614485
Nancy Meyers,5,0.13312034078807242
Nancy Walker,1,0.026624068157614485
Nanette Burstein,1,0.026624068157614485
Nat Faxon,1,0.026624068157614485
Nathan Greno,1,0.026624068157614485
Neema Barnette,1,0.026624068157614485
Neil Burger,5,0.13312034078807242
Neil Jordan,8,0.21299254526091588
Neil LaBute,3,0.07987220447284345
Neil Marshall,2,0.05324813631522897
Neill Blomkamp,3,0.07987220447284345
Nelson McCormick,1,0.026624068157614485
Newt Arnold,1,0.026624068157614485
Nicholas Fackler,1,0.026624068157614485
Nicholas Hytner,3,0.07987220447284345
Nicholas Jarecki,1,0.026624068157614485
Nicholas Meyer,2,0.05324813631522897
Nicholas Stoller,4,0.10649627263045794
Nick Cassavetes,4,0.10649627263045794
Nick Gomez,1,0.026624068157614485
Nick Hamm,1,0.026624068157614485
Nick Hurran,1,0.026624068157614485
Nick Love,1,0.026624068157614485
Nick Tomnay,1,0.026624068157614485
Nicolas Winding Refn,3,0.07987220447284345
Nicole Holofcener,4,0.10649627263045794
Niels Arden Oplev,1,0.026624068157614485
Nigel Cole,2,0.05324813631522897
Niki Caro,3,0.07987220447284345
Nima Nourizadeh,1,0.026624068157614485
Nimród Antal,2,0.05324813631522897
Nnegest Likké,1,0.026624068157614485
Noah Baumbach,2,0.05324813631522897
Noam Murro,1,0.026624068157614485
Noel Marshall,1,0.026624068157614485
Nora Ephron,3,0.07987220447284345
Norman Ferguson,1,0.026624068157614485
Norman Jewison,4,0.10649627263045794
Ol Parker,1,0.026624068157614485
Olatunde Osunsanmi,1,0.026624068157614485
Ole Bornedal,2,0.05324813631522897
Ole Christian Madsen,1,0.026624068157614485
Oliver Blackburn,1,0.026624068157614485
Oliver Hirschbiegel,2,0.05324813631522897
Oliver Parker,3,0.07987220447284345
Oliver Stone,13,0.34611288604898827
Olivier Assayas,2,0.05324813631522897
Olivier Megaton,3,0.07987220447284345
Oren Moverman,1,0.026624068157614485
Oren Peli,1,0.026624068157614485
Orson Welles,1,0.026624068157614485
P.J. Hogan,1,0.026624068157614485
Panos Cosmatos,1,0.026624068157614485
Paolo Sorrentino,1,0.026624068157614485
Pascal Arnold,1,0.026624068157614485
Pat O'Connor,1,0.026624068157614485
Patrice Leconte,1,0.026624068157614485
Patricia Cardoso,1,0.026624068157614485
Patricia Riggen,2,0.05324813631522897
Patricia Rozema,1,0.026624068157614485
Patrick Gilmore,1,0.026624068157614485
Patrick Hughes,1,0.026624068157614485
Patrick Lussier,3,0.07987220447284345
Patrick Read Johnson,2,0.05324813631522897
Patrick Stettner,1,0.026624068157614485
Patrick Tatopoulos,1,0.026624068157614485
Patty Jenkins,1,0.026624068157614485
Paul Abascal,1,0.026624068157614485
Paul Bolger,1,0.026624068157614485
Paul Bunnell,1,0.026624068157614485
Paul Crowder,1,0.026624068157614485
Paul Feig,5,0.13312034078807242
Paul Greengrass,7,0.1863684771033014
Paul Gross,1,0.026624068157614485
Paul Haggis,3,0.07987220447284345
Paul Hunter,1,0.026624068157614485
Paul King,1,0.026624068157614485
Paul Mazursky,1,0.026624068157614485
Paul McGuigan,7,0.1863684771033014
Paul Michael Glaser,1,0.026624068157614485
Paul Schrader,3,0.07987220447284345
Paul Thomas Anderson,6,0.1597444089456869
Paul Tibbitt,1,0.026624068157614485
Paul Verhoeven,6,0.1597444089456869
Paul W.S. Anderson,10,0.26624068157614483
Paul Weiland,1,0.026624068157614485
Paul Weitz,6,0.1597444089456869
Pawel Pawlikowski,1,0.026624068157614485
Penelope Spheeris,1,0.026624068157614485
Penny Marshall,4,0.10649627263045794
Perry Andelin Blake,1,0.026624068157614485
Pete Docter,3,0.07987220447284345
Pete Jones,1,0.026624068157614485
Pete Travis,3,0.07987220447284345
Peter Atencio,1,0.026624068157614485
Peter Berg,6,0.1597444089456869
Peter Billingsley,1,0.026624068157614485
Peter Care,1,0.026624068157614485
Peter Cattaneo,5,0.13312034078807242
Peter Chelsom,4,0.10649627263045794
Peter Faiman,1,0.026624068157614485
Peter Farrelly,1,0.026624068157614485
Peter Hastings,1,0.026624068157614485
Peter Hedges,2,0.05324813631522897
Peter Hewitt,4,0.10649627263045794
Peter Ho-Sun Chan,1,0.026624068157614485
Peter Howitt,4,0.10649627263045794
Peter Hyams,5,0.13312034078807242
Peter Jackson,11,0.2928647497337593
Peter Kassovitz,1,0.026624068157614485
Peter Kosminsky,1,0.026624068157614485
Peter Landesman,1,0.026624068157614485
Peter Lepeniotis,1,0.026624068157614485
Peter Lord,2,0.05324813631522897
Peter M. Cohen,1,0.026624068157614485
Peter MacDonald,1,0.026624068157614485
Peter Medak,1,0.026624068157614485
Peter R. Hunt,1,0.026624068157614485
Peter Ramsey,1,0.026624068157614485
Peter Segal,7,0.1863684771033014
Peter Sollett,3,0.07987220447284345
Peter Stebbings,1,0.026624068157614485
Peter Webber,1,0.026624068157614485
Peter Weir,4,0.10649627263045794
Petter Næss,1,0.026624068157614485
Peyton Reed,4,0.10649627263045794
Phil Alden Robinson,1,0.026624068157614485
Phil Joanou,1,0.026624068157614485
Phil Lord,4,0.10649627263045794
Phil Traill,1,0.026624068157614485
Philip G. Atwell,1,0.026624068157614485
Philip Kaufman,2,0.05324813631522897
Philip Saville,1,0.026624068157614485
Phillip Noyce,9,0.23961661341853036
Phyllida Lloyd,2,0.05324813631522897
Pierre Coffin,2,0.05324813631522897
Pierre Morel,4,0.10649627263045794
Pitof,1,0.026624068157614485
Piyush Dinker Pandya,1,0.026624068157614485
Prachya Pinkaew,1,0.026624068157614485
Preston A. Whitmore II,2,0.05324813631522897
Quentin Dupieux,1,0.026624068157614485
Quentin Tarantino,8,0.21299254526091588
R.J. Cutler,1,0.026624068157614485
RZA,1,0.026624068157614485
Rachel Perkins,1,0.026624068157614485
Rachel Talalay,2,0.05324813631522897
Raja Gosnell,6,0.1597444089456869
Ralph Ziman,1,0.026624068157614485
Ramaa Mosley,1,0.026624068157614485
Rand Ravich,2,0.05324813631522897
Randal Kleiser,2,0.05324813631522897
Randall Miller,1,0.026624068157614485
Randall Wallace,3,0.07987220447284345
Rawson Marshall Thurber,4,0.10649627263045794
Ray Lawrence,1,0.026624068157614485
Raymond De Felitta,1,0.026624068157614485
Rebecca Miller,1,0.026624068157614485
Reed Cowan,1,0.026624068157614485
Reginald Hudlin,3,0.07987220447284345
Renny Harlin,15,0.3993610223642172
Rian Johnson,2,0.05324813631522897
Ric Roman Waugh,2,0.05324813631522897
Rich Christiano,1,0.026624068157614485
Rich Cowan,1,0.026624068157614485
Rich Moore,1,0.026624068157614485
Richard Attenborough,3,0.07987220447284345
Richard Benjamin,3,0.07987220447284345
Richard Curtis,2,0.05324813631522897
Richard Donner,9,0.23961661341853036
Richard Dutcher,1,0.026624068157614485
Richard E. Grant,1,0.026624068157614485
Richard Eyre,2,0.05324813631522897
Richard Fleischer,2,0.05324813631522897
Richard Glatzer,2,0.05324813631522897
Richard Kelly,3,0.07987220447284345
Richard Kwietniowski,1,0.026624068157614485
Richard LaGravenese,4,0.10649627263045794
Richard Lester,3,0.07987220447284345
Richard Linklater,11,0.2928647497337593
Richard Loncraine,3,0.07987220447284345
Richard Marquand,1,0.026624068157614485
Richard Raymond,1,0.026624068157614485
Richard Shepard,2,0.05324813631522897
Richard Williams,1,0.026624068157614485
Rick Bieber,1,0.026624068157614485
Rick Famuyiwa,4,0.10649627263045794
Rick Friedberg,1,0.026624068157614485
Rick Rosenthal,1,0.026624068157614485
Rick de Oliveira,1,0.026624068157614485
Ricki Stern,1,0.026624068157614485
Ricky Gervais,1,0.026624068157614485
Ridley Scott,17,0.45260915867944623
Ringo Lam,1,0.026624068157614485
Risa Bramon Garcia,1,0.026624068157614485
Ritesh Batra,1,0.026624068157614485
Rob Bowman,4,0.10649627263045794
Rob Cohen,11,0.2928647497337593
Rob Hedden,1,0.026624068157614485
Rob Letterman,4,0.10649627263045794
Rob Marshall,5,0.13312034078807242
Rob McKittrick,1,0.026624068157614485
Rob Minkoff,5,0.13312034078807242
Rob Pritts,1,0.026624068157614485
Rob Reiner,11,0.2928647497337593
Rob Schmidt,1,0.026624068157614485
Rob Zombie,5,0.13312034078807242
Robby Henson,1,0.026624068157614485
Robert Altman,3,0.07987220447284345
Robert B. Weide,1,0.026624068157614485
Robert Ben Garant,1,0.026624068157614485
Robert Butler,1,0.026624068157614485
Robert Cary,1,0.026624068157614485
Robert Duvall,1,0.026624068157614485
Robert Eggers,1,0.026624068157614485
Robert Harmon,2,0.05324813631522897
Robert Iscove,3,0.07987220447284345
Robert Lee King,1,0.026624068157614485
Robert Luketic,6,0.1597444089456869
Robert Marcarelli,1,0.026624068157614485
Robert Moresco,1,0.026624068157614485
Robert Redford,5,0.13312034078807242
Robert Rodriguez,13,0.34611288604898827
Robert Schwentke,6,0.1597444089456869
Robert Stevenson,1,0.026624068157614485
Robert Stromberg,1,0.026624068157614485
Robert Towne,1,0.026624068157614485
Robert Townsend,1,0.026624068157614485
Robert Wise,2,0.05324813631522897
Robert Zemeckis,13,0.34611288604898827
Robin Budd,1,0.026624068157614485
Rod Lurie,5,0.13312034078807242
Rodman Flender,1,0.026624068157614485
Rodrigo Cortés,1,0.026624068157614485
Rodrigo García,2,0.05324813631522897
Roger Allers,2,0.05324813631522897
Roger Avary,2,0.05324813631522897
Roger Christian,1,0.026624068157614485
Roger Donaldson,7,0.1863684771033014
Roger Kumble,3,0.07987220447284345
Roger Michell,3,0.07987220447284345
Roger Spottiswoode,3,0.07987220447284345
Roland Emmerich,8,0.21299254526091588
Roland Joffé,2,0.05324813631522897
Roman Polanski,4,0.10649627263045794
Ron Clements,3,0.07987220447284345
Ron Fricke,1,0.026624068157614485
Ron Howard,13,0.34611288604898827
Ron Maxwell,2,0.05324813631522897
Ron Shelton,4,0.10649627263045794
Ron Underwood,3,0.07987220447284345
Ronny Yu,4,0.10649627263045794
Rowan Joffe,1,0.026624068157614485
Rowdy Herrington,1,0.026624068157614485
Ruairi Robinson,1,0.026624068157614485
Ruben Fleischer,3,0.07987220447284345
Ruggero Deodato,1,0.026624068157614485
Rupert Sanders,1,0.026624068157614485
Rupert Wainwright,1,0.026624068157614485
Rupert Wyatt,3,0.07987220447284345
Russ Meyer,1,0.026624068157614485
Russell Crowe,1,0.026624068157614485
Russell Mulcahy,3,0.07987220447284345
Rusty Cundieff,1,0.026624068157614485
Ryan Coogler,2,0.05324813631522897
Ryan Fleck,1,0.026624068157614485
Ryan Murphy,2,0.05324813631522897
Ryûhei Kitamura,1,0.026624068157614485
S.R. Bindler,1,0.026624068157614485
Salim Akil,2,0.05324813631522897
Sally Potter,1,0.026624068157614485
Salvador Carrasco,1,0.026624068157614485
Sam Fell,1,0.026624068157614485
Sam Firstenberg,1,0.026624068157614485
Sam Mendes,8,0.21299254526091588
Sam Miller,1,0.026624068157614485
Sam Peckinpah,1,0.026624068157614485
Sam Raimi,12,0.3194888178913738
Sam Taylor-Johnson,1,0.026624068157614485
Sam Weisman,4,0.10649627263045794
Sara Sugarman,1,0.026624068157614485
Sarah Smith,1,0.026624068157614485
Saul Dibb,1,0.026624068157614485
Scott Alexander,1,0.026624068157614485
Scott Cooper,3,0.07987220447284345
Scott Derrickson,5,0.13312034078807242
Scott Frank,1,0.026624068157614485
Scott Hicks,5,0.13312034078807242
Scott Kalvert,1,0.026624068157614485
Scott Marshall,1,0.026624068157614485
Scott Speer,1,0.026624068157614485
Scott Stewart,2,0.05324813631522897
Scott Waugh,1,0.026624068157614485
Scott Ziehl,1,0.026624068157614485
Sean Anders,4,0.10649627263045794
Sean McNamara,2,0.05324813631522897
Sean Penn,2,0.05324813631522897
Sergey Bodrov,3,0.07987220447284345
Sergio Leone,3,0.07987220447284345
Seth Gordon,3,0.07987220447284345
Seth MacFarlane,3,0.07987220447284345
