plot_keywords,plot_keywords,proportion
argument|engagement|family relationships|love|undressing,1,0.026624068157614485
argument|evidence|fingerprints|murder|murder weapon,1,0.026624068157614485
argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,1,0.026624068157614485
aristocrat|english|painter|painting|singer,1,0.026624068157614485
arizona|death|gang|police|sheriff,1,0.026624068157614485
arkansas|murder|sheriff|texas ranger|u.s. marshal,1,0.026624068157614485
ark|catastrophe|geologist|president|writer,1,0.026624068157614485
ark|change|congressman|depiction of god|flood,1,0.026624068157614485
ark|flood|noah's ark|water|wrath of god,1,0.026624068157614485
arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,1,0.026624068157614485
armageddon|battle|end times|reference to satan|sequel,1,0.026624068157614485
armored car|bank|falling out among thieves|heist|planning,1,0.026624068157614485
armored car|car|murder|prison|warden,1,0.026624068157614485
armored car|gangster|gotham|mixed martial arts|social decay,1,0.026624068157614485
armored truck|blood splatter|die hard scenario|guard|heist,1,0.026624068157614485
armor|explosion|human bomb|missile attack|terrorist,1,0.026624068157614485
armor|general|king|princess|slave,1,0.026624068157614485
arms dealer|atf|bail|money|multiple perspectives,1,0.026624068157614485
arms dealer|battle|bomb|machete|missile,1,0.026624068157614485
arms dealer|fictional government agency|mission|rescue|vatican,1,0.026624068157614485
arms tied overhead|damsel in distress|dea|marijuana|southern california,1,0.026624068157614485
army cid|cover up|military|murder|woman in military,1,0.026624068157614485
army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,1,0.026624068157614485
army rangers|convict|criminal|escape|prison,1,0.026624068157614485
army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,1,0.026624068157614485
army|black soldier|military uniform|prejudice|u.s. civil war,2,0.05324813631522897
army|bomb|dangerous job|death|iraq,1,0.026624068157614485
army|boot camp|breasts|graduation|rescue,1,0.026624068157614485
army|brother sister relationship|dystopia|father son relationship|narrated by character,1,0.026624068157614485
army|cattle|deputy|new mexico|rancher,1,0.026624068157614485
army|china|emperor|mummy|shangri la,1,0.026624068157614485
army|civil war|claw fight|commando|wolverine the character,1,0.026624068157614485
army|commander|female rear nudity|greek|navy,1,0.026624068157614485
army|creature|demon|frankenstein|gargoyle,1,0.026624068157614485
army|dictator|general|texan|texas,2,0.05324813631522897
army|elf|hobbit|middle earth|orc,1,0.026624068157614485
army|greek mythology|hercules|king|mercenary,2,0.05324813631522897
army|green beret|insanity|jungle|vietnam,1,0.026624068157614485
army|helicopter|somali|somalia|warlord,1,0.026624068157614485
army|invasion|killed in action|normandy|soldier,1,0.026624068157614485
army|mexican|orphan|texas|texas ranger,1,0.026624068157614485
arranged marriage|bride|celebration|marriage|wedding,1,0.026624068157614485
arranged marriage|bride|corpse|groom|woods,1,0.026624068157614485
arranged marriage|geese|idaho|national park|park,1,0.026624068157614485
arrest|drugs|loyalty|raid|violence,1,0.026624068157614485
arrest|portal|thor|warrior|weapon,1,0.026624068157614485
arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder,1,0.026624068157614485
arsonist|blood splatter on face|deception|parole|parole officer,1,0.026624068157614485
art class|diner|friend|graduation|high school,1,0.026624068157614485
art dealer|fake painting|macguffin|moustache|stolen painting,1,0.026624068157614485
art deco|bible quote|dance|silent film|worker,1,0.026624068157614485
art deco|board of directors|industry|mail|stock,1,0.026624068157614485
art director|breasts|depression|outdoor sex|riding a horse,1,0.026624068157614485
art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,1,0.026624068157614485
art model|farmer|jail|nude model|three sisters,1,0.026624068157614485
art thief|insurance|mask|master thief|reference to iron maiden,1,0.026624068157614485
art thief|male frontal nudity|male nudity|male star appears nude|painting,1,0.026624068157614485
artifact|creature|darkness|demon|museum,1,0.026624068157614485
artificial heart|heart|horse penis|prostitute|stripper,1,0.026624068157614485
artificial insemination|baby|cheese|chick flick|pet shop,1,0.026624068157614485
artificial insemination|best friend|new york city|sperm|sperm donor,1,0.026624068157614485
artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,1,0.026624068157614485
artificial intelligence|box office flop|fighter jet|navy|pilot,1,0.026624068157614485
artificial intelligence|consciousness|future|mind uploading|robot,1,0.026624068157614485
artificial intelligence|consciousness|power outage|scientist|technology,1,0.026624068157614485
artificial intelligence|human android relationship|megacorporation|police detective|tech noir,1,0.026624068157614485
artificial intelligence|robot|robot human relationship|turing test|video surveillance,1,0.026624068157614485
artificial organ|best friend|enforcer|future|near future,1,0.026624068157614485
artificial reality|computer|matrix|questioning reality|simulated reality,1,0.026624068157614485
artist|box office flop|dog|drawing|flanders,1,0.026624068157614485
artist|butchery|catholic|catholic school|friend,1,0.026624068157614485
artist|cake|college|new york city|student,1,0.026624068157614485
artist|love|ship|titanic|wet,1,0.026624068157614485
art|art expert|nazi stolen art|soldier|world war two,1,0.026624068157614485
art|artist|painter|sex|summer,1,0.026624068157614485
art|bisexual|marriage|pain|revolutionary,1,0.026624068157614485
art|break up|football video game|kitchen|talking to one's self in a mirror,1,0.026624068157614485
art|college|school|student|wellesley college,1,0.026624068157614485
art|insurance investigator|martinique|painting|trust,1,0.026624068157614485
art|jewish|justice|nazi|theft,1,0.026624068157614485
ashes|butcher|friend|friendship|memory,1,0.026624068157614485
ash|escape|lava|mayor|volcano,1,0.026624068157614485
asian american|high school|overachiever|pubic hair|vomiting,1,0.026624068157614485
asia|fictional country|hotel|rebellion|revolution,1,0.026624068157614485
aspiring actor|cocaine|drugs|pimp|suitcase full of money,1,0.026624068157614485
assassination attempt|capitalism|cocaine|cuban american|cuban refugee,1,0.026624068157614485
assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,1,0.026624068157614485
assassination attempt|corporate crime|rogue agent|witness|witness protection program,1,0.026624068157614485
assassination|blood brother|dynasty|general|stabbing a woman,1,0.026624068157614485
assassination|blood vomiting|death|hit squad|mercenary,1,0.026624068157614485
assassination|boxing|casino|conspiracy|long take,1,0.026624068157614485
assassin|assassination|bride|death|vengeance,1,0.026624068157614485
assassin|battle|heroine|martial arts|spin off,1,0.026624068157614485
assassin|betrayal|fbi|fbi agent|yakuza,1,0.026624068157614485
assassin|bikini|girl in a bikini|mission|secret agent,1,0.026624068157614485
assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,1,0.026624068157614485
assassin|bomb|dominatrix|mistaken identity|spy,1,0.026624068157614485
assassin|box office flop|cia|farmer|power,1,0.026624068157614485
assassin|british agent|british secret service|decoder|russian,1,0.026624068157614485
assassin|car chase|cia|hidden truth|one against many,1,0.026624068157614485
assassin|chinese|conspiracy|gadget|premier,1,0.026624068157614485
assassin|cia|drone|pill|wolf,1,0.026624068157614485
assassin|corporation|pop star|reporter|satire,1,0.026624068157614485
assassin|cult film|doctor|heart|poison,1,0.026624068157614485
assassin|death of child|iraq|sniper|sniper rifle,1,0.026624068157614485
assassin|death|guitar|gun|mariachi,1,0.026624068157614485
assassin|demon|hero|nazi|superhero,1,0.026624068157614485
assassin|detective|partner|police|serial killer,1,0.026624068157614485
assassin|ex soldier|gangster|hanged man|mysterious past,1,0.026624068157614485
assassin|fbi|ira|jackal|russian,1,0.026624068157614485
assassin|female warrior|martial arts|playground|training,1,0.026624068157614485
assassin|floppy disk|modem|rival|russian,1,0.026624068157614485
assassin|game|game designer|pod|virtual reality,1,0.026624068157614485
assassin|high school|high school reunion|reunion|suburb,1,0.026624068157614485
assassin|high school|on the run|teenager|website,1,0.026624068157614485
assassin|hotel|japanese tourist|secret service|wizard of oz,1,0.026624068157614485
assassin|marriage|secret agent|suburb|target,1,0.026624068157614485
assistant|castle|experiment|frankenstein's monster|scientist,1,0.026624068157614485
assistant|experiment|frankenstein|medical student|scientist,3,0.07987220447284345
asteroid|astronaut|bomb|meteorite|outer space,1,0.026624068157614485
astoria|kindergarten|kindergarten teacher|school|teacher,1,0.026624068157614485
astronaut|attacked by a plant|planet|senator|space travel,1,0.026624068157614485
astronaut|cage|planet|wilhelm scream|year 2029,2,0.05324813631522897
astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,1,0.026624068157614485
astronaut|earth|future|icarus|sun,1,0.026624068157614485
astronaut|electrocuted in bathtub|mission|pilot|sister,2,0.05324813631522897
astronaut|international cooperation|left for dead|nasa|space habitat,1,0.026624068157614485
astronaut|island|lady penelope|rescue|the hood,1,0.026624068157614485
astronaut|mars|mars the planet|outer space|zero gravity,1,0.026624068157614485
astronaut|mars|robot|robot as menace|survival,1,0.026624068157614485
astronaut|sound barrier|space program|u.s. air force|u.s. space program,1,0.026624068157614485
astronomer|comet|mission|president|secretary,1,0.026624068157614485
asylum|death|full moon|transformation|werewolf,1,0.026624068157614485
asylum|lust|male pubic hair|penis|pubic hair,1,0.026624068157614485
at work|rat|revenge|vermin|work,1,0.026624068157614485
atheist|ex cop|female masturbation|female nudity|lucifer,1,0.026624068157614485
atheist|limp|quantum mechanics|religion|runaway,1,0.026624068157614485
athlete|basketball|high school|high school student|school,1,0.026624068157614485
athlete|extreme sports|fbi|fbi agent|heist,2,0.05324813631522897
athlete|jew|missionary|olympic games|race,1,0.026624068157614485
athletic training|football practice|funeral|gymnasium|man crying,1,0.026624068157614485
atlanta georgia|competition|dancer|death|fraternity,1,0.026624068157614485
atlantis|crew|expedition|journal|museum,1,0.026624068157614485
atrocity|battle|chinese|horseback riding|martial arts,1,0.026624068157614485
atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,1,0.026624068157614485
attack|coach|colonel|jail|oil refinery,1,0.026624068157614485
attack|hawaii|navy|pearl harbor|u.s. navy,1,0.026624068157614485
attempted murder|based on comic book|escape from prison|lost at sea|wealth,1,0.026624068157614485
attempted murder|blackmail|diver's watch|nurse|satire,1,0.026624068157614485
attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,1,0.026624068157614485
attention deficit disorder|debate|drugs|psychologist|school,1,0.026624068157614485
attic|bound and gagged|hoodoo|secret|southern gothic,1,0.026624068157614485
attic|christmas|house|incest|sorority,1,0.026624068157614485
attic|ghost|surrealism|teenage girl|yuppie,1,0.026624068157614485
attorney|cancer|custody|fashion photographer|photographer,1,0.026624068157614485
attorney|cat and mouse|fbi|pan am|pilot,1,0.026624068157614485
attorney|deal|district attorney|investigation|justice,1,0.026624068157614485
attorney|debt|fixer|law|law firm,1,0.026624068157614485
attorney|divorce|marriage|real estate|screwball comedy,1,0.026624068157614485
attorney|happiness|house cleaner|physics|professor,1,0.026624068157614485
auctioneer|fbi|mafia|mobster|painting,1,0.026624068157614485
auction|home|house|iranian|marriage,1,0.026624068157614485
auction|montreal|secret|violin|violinist,1,0.026624068157614485
audio surveillance|death|pentagon|technology|twin brother,1,0.026624068157614485
audition|ballet|boxing|miner|miners strike,1,0.026624068157614485
audition|best friend|dance|friend|tv dance show,1,0.026624068157614485
audition|dance|kissing in the rain|student|subway,1,0.026624068157614485
audition|friendship|graduation|high school graduation|love,2,0.05324813631522897
audition|kissing while having sex|machismo|murder|sex,1,0.026624068157614485
aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,1,0.026624068157614485
aunt|cannibalism|faked death|medical student|revenge,1,0.026624068157614485
aunt|cat|death of pet|girl|no opening credits,1,0.026624068157614485
aunt|children|death of sister|forest|hiding in a closet,1,0.026624068157614485
aunt|immigrant|looting|love|nightclub singer,1,0.026624068157614485
auroch|community|hospital|illness|six year old,1,0.026624068157614485
austin texas|moon|pap smear|texas|twenty something,1,0.026624068157614485
australian outback|crocodile|female reporter|journalist|new york city,1,0.026624068157614485
australian|battle|battle of gallipoli|gallipoli|world war one,1,0.026624068157614485
australian|gasoline|post apocalypse|refinery|warrior,1,0.026624068157614485
australia|australian|crime boss|crocodile|gangster,1,0.026624068157614485
australia|bar|shipyard|siamese twins|tuna,1,0.026624068157614485
australia|body paint|kangaroo|mob|money,1,0.026624068157614485
australia|cattle|darwin|drover|japanese,1,0.026624068157614485
australia|church|glass|inheritance|wager,1,0.026624068157614485
australia|death|mentor|revenge|secret society,1,0.026624068157614485
australia|desert|escape|on the run|post apocalypse,1,0.026624068157614485
australia|journey|love|priest|traveling,1,0.026624068157614485
austrian|fame|fashion|gay lead character|mockumentary,1,0.026624068157614485
austria|cake|france|queen|versailles,1,0.026624068157614485
austria|children|governess|love|orchestral music score,1,0.026624068157614485
austria|dalai lama|himalaya|mountain|tibet,1,0.026624068157614485
authority figure as villian|gun duel|saved from hanging|showdown|street shootout,1,0.026624068157614485
authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,1,0.026624068157614485
author|book|deputy|murder|sheriff,1,0.026624068157614485
author|book|england|friend|oxford,1,0.026624068157614485
author|book|vacation|villa|writer,1,0.026624068157614485
author|disney|loss of father|reference to walt disney|suppression of emotion,1,0.026624068157614485
author|fate|novelist|professor|writer,1,0.026624068157614485
author|girl|island|reading|scientist,1,0.026624068157614485
autism|experimental surgery|female nudity|forename as title|regression,1,0.026624068157614485
autistic child|boy|child in danger|fbi|nsa,2,0.05324813631522897
autistic son|cancer|female protagonist|new york city|son,1,0.026624068157614485
auto theft|based on true story|drug addict|kidnapping|violence,1,0.026624068157614485
auto theft|brother|car|theft|thief,1,0.026624068157614485
autobot|decepticon|job interview|moon|spacecraft,1,0.026624068157614485
autobot|decepticon|machine|sun|symbol,1,0.026624068157614485
automaton|mechanical|railway station|steampunk|train,1,0.026624068157614485
automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,1,0.026624068157614485
automobile racing|car|mechanic|nascar|street racing,1,0.026624068157614485
autopsy|lantern|planet|ring|test pilot,1,0.026624068157614485
autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,1,0.026624068157614485
avatar|fire|kingdom|tribe|water,1,0.026624068157614485
avatar|future|marine|native|paraplegic,1,0.026624068157614485
aviator|based on book|girl|little girl|the little prince,1,0.026624068157614485
awkward boy|shy kid|summer|vacation|water park,1,0.026624068157614485
awkwardness|embarrassment|gross out|irreverence|shame,1,0.026624068157614485
awol|demand|driver|drugs|roses,1,0.026624068157614485
b movie|birthday|chinese|demon|small town,1,0.026624068157614485
baby rattle|famous line|murder|passenger|snake,2,0.05324813631522897
babysitter|halloween|house|neighbor|suburb,1,0.026624068157614485
babysitting|cell phone|high school|nightmare|teenager,1,0.026624068157614485
babysitting|experiment|nightmare|possession|twin,2,0.05324813631522897
baby|baby boy|kidnapping|kidnapping a child|taxi,1,0.026624068157614485
baby|bank|blind prophet|convict|sirens,1,0.026624068157614485
baby|bathing a baby|criminal|slum|vomiting,1,0.026624068157614485
baby|book|cartoon on tv|female protagonist|male anorexia,1,0.026624068157614485
baby|boy|coma|demon|house,1,0.026624068157614485
baby|boy|science|scientist|toddler,1,0.026624068157614485
baby|cartoon on tv|cartoonist|dog|mask,1,0.026624068157614485
baby|cellist|genius|prodigy|rhapsody,1,0.026624068157614485
baby|childbirth|death|karma|publicist,1,0.026624068157614485
baby|children|friend|love|road trip,1,0.026624068157614485
baby|christmas spirit|elf|new york city|north pole,1,0.026624068157614485
baby|cult|oklahoma|sex scene|waitress,1,0.026624068157614485
baby|dancing|gay|name calling|penis slur,1,0.026624068157614485
baby|desert island|island|sequel|teenage girl,1,0.026624068157614485
baby|divorce|oscar wilde|pigalle|tourist,1,0.026624068157614485
baby|expecting twins|hawaiian shirt|photographer|pregnancy,1,0.026624068157614485
baby|f word|fight|lawyer|marriage,1,0.026624068157614485
baby|friendship|macau|practical joke|selfie,1,0.026624068157614485
baby|friend|hip hop|pimp|stripper,1,0.026624068157614485
baby|home|hospital|lost|newborn baby,1,0.026624068157614485
baby|ice|ice age|sleeping|sloth,1,0.026624068157614485
baby|infidelity|pilot|pregnant|waitress,1,0.026624068157614485
bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,1,0.026624068157614485
bachelor party|blow job|breasts|friend|wedding,1,0.026624068157614485
bachelor party|breasts|friend|prostitute|wedding,1,0.026624068157614485
bachelor party|climbing a tree|taxi|toilet|wedding,1,0.026624068157614485
bachelorette party|drug use|high school|overdose|wedding dress,1,0.026624068157614485
bachelor|best friend|divorce|poison|widow,1,0.026624068157614485
bachelor|blackmail|character says i love you|flirting|social satire,1,0.026624068157614485
bachelor|england|gentleman|georgian|love,1,0.026624068157614485
back from the dead|crime boss|crow|gothic|vigilante,1,0.026624068157614485
backstage|comedian|concert film|emcee|stand up comedian,1,0.026624068157614485
backstage|country music|cowboy|radio|singing,1,0.026624068157614485
backup singer|band|bechdel test passed|concert footage|singer,1,0.026624068157614485
bad day|based on book|birthday|job interview|long title,1,0.026624068157614485
bad luck|band|kiss|luck|masquerade,1,0.026624068157614485
bad luck|camp|curse|digging|hole,1,0.026624068157614485
bad|dragon|grandfather|orb|warrior,1,0.026624068157614485
bag of money|found money|minnesota|screenplay adapted by author|snow,1,0.026624068157614485
bag over head|buddhist temple|loss of friend|male bonding|nightclub,1,0.026624068157614485
bahamas|blood splatter|cocaine|hairy chest|shark,1,0.026624068157614485
bahamas|fisherman|hook|island|roommate,1,0.026624068157614485
bail bond|bounty hunter|jeans|shot in the butt|title directed by female,1,0.026624068157614485
bailiff|lawyer|office|police|school,1,0.026624068157614485
bail|coma|dart board|indiana|ladder factory,1,0.026624068157614485
bail|crystal meth|family relationships|female protagonist|search for father,1,0.026624068157614485
bail|diabetic|friend|jail|pharmaceutical lab,1,0.026624068157614485
bail|male full frontal nudity|sex change|stepfather|transsexual,1,0.026624068157614485
balladeer|bar|drifter|mexican|revenge,1,0.026624068157614485
balladeer|crusades|england|king|modern minstrel,1,0.026624068157614485
ballerina|ballet|fear|female protagonist|madness,1,0.026624068157614485
ballet school|dance|dancer|overalls|steel worker,1,0.026624068157614485
ballet|dance|dancer|dancing|love,1,0.026624068157614485
ballistics|detective|friend|gun|sexual abuse,1,0.026624068157614485
balloon|house|promise|retirement|skeleton,1,0.026624068157614485
ballot|election|new mexico|vote|voting,1,0.026624068157614485
ballroom|dance|dance teacher|student|teacher,1,0.026624068157614485
ball|blood|skating|song|year 2005,1,0.026624068157614485
baltimore colts|diner|marriage|salesman|wedding,1,0.026624068157614485
baltimore orioles|boston red sox|promotion|ups|world series,1,0.026624068157614485
banana boat|boat|christmas|sea|shark,1,0.026624068157614485
band|box office flop|critically bashed|historically inaccurate|revisionist history,1,0.026624068157614485
band|catholic|money|parolee|prison,1,0.026624068157614485
band|concert|high school|kiss|teenager,1,0.026624068157614485
band|dating|high school|hipster|rock band,1,0.026624068157614485
band|dog|letter|time machine|tombstone,1,0.026624068157614485
band|drugs|friendship|hollywood|satire,1,0.026624068157614485
band|drummer|jazz|pennsylvania|song,1,0.026624068157614485
band|employment agency|singer|stage fright|suicide,1,0.026624068157614485
band|friend|new york city|suburb|teenager,1,0.026624068157614485
band|gay|gay friend|love|night,1,0.026624068157614485
band|magazine|rolling stone magazine|smoking marijuana|tour,1,0.026624068157614485
band|music group|musical quartet|singer|song,1,0.026624068157614485
band|rock band|sex change|song|transsexual,1,0.026624068157614485
bangkok thailand|detective|human trafficking|revenge|sex slavery,1,0.026624068157614485
bangkok|friend|lawyer|smuggling|thailand,1,0.026624068157614485
banishment|sorcery|spirit|staff|storm at sea,1,0.026624068157614485
bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,1,0.026624068157614485
bank manager|bank robbery|criminal gang|heist|prison,1,0.026624068157614485
bank manager|hypochondriac|love triangle|prison|television,1,0.026624068157614485
bank robbery|heist|raccoon|rat|squirrel,1,0.026624068157614485
bank robber|brother brother relationship|crime spree|explosive|train,1,0.026624068157614485
banker|beauty pageant|escaped convict|gay|pageant,1,0.026624068157614485
banker|female protagonist|live action and animation|magic|nanny,1,0.026624068157614485
bank|bank clerk|birthday|mail order bride|russian,1,0.026624068157614485
bank|bank clerk|gangster|loki|mask,1,0.026624068157614485
bank|bank fraud|bank manager|gambling|toronto,1,0.026624068157614485
bank|banking|finance|fraud|mortgage,1,0.026624068157614485
bank|based on novel|ice|teleportation|vault,1,0.026624068157614485
bank|bastille day|call girl|childhood friend|drugs,1,0.026624068157614485
bank|black comedy|main characters killed off|money|robbery,1,0.026624068157614485
bank|car accident|cheating husband|new york|single mother,1,0.026624068157614485
bank|carnival|motorcycle|police|rookie cop,1,0.026624068157614485
bank|chase|district attorney|interpol|murder,1,0.026624068157614485
bank|columbine|columbine high school killings|firearm|school shooting,1,0.026624068157614485
bank|criminal|detective|flying squad|policewoman,1,0.026624068157614485
bank|detective|negotiation|police|robber,1,0.026624068157614485
bank|fbi|fuel|rocket|space travel,1,0.026624068157614485
bank|fbi|heist|interpol|magician,1,0.026624068157614485
bank|federal reserve bank|money|security guard|shredder,1,0.026624068157614485
bank|infidelity|millionaire|money|scam,1,0.026624068157614485
bank|male nudity|male objectification|male stripper|stripper,1,0.026624068157614485
bank|money|presumed dead|rescue|thief,1,0.026624068157614485
baptism|greek|greek restaurant|prejudice|travel agency,1,0.026624068157614485
bar mitzvah|jewish|marital breakup|nose job|rabbi,1,0.026624068157614485
barbarian|fairy|forest|monastery|unfinished book,1,0.026624068157614485
barbecue|barbershop|blaxploitation|marriage|politics,1,0.026624068157614485
barbed wire|british|cavalry|horse|world war one,1,0.026624068157614485
barber|barbershop|blaxploitation|loan shark|theft,1,0.026624068157614485
bare breasts|breast|loan shark|subway|train,1,0.026624068157614485
bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,1,0.026624068157614485
bare breasts|comic relief|dragon|gladiator|harem,1,0.026624068157614485
bare breasts|drugs|existentialism|new york city|redemption,1,0.026624068157614485
bare breasts|japan|tokyo japan|toxic avenger|troma,1,0.026624068157614485
bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,1,0.026624068157614485
bare butt|corrupt police|four brothers|funeral|murder,1,0.026624068157614485
bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,1,0.026624068157614485
bare butt|gnosticism|lucifer|rare book|sex,1,0.026624068157614485
bare chested boy|car explosion|colombia|explosion|terrorism,1,0.026624068157614485
bare chested boy|doctor|escort|infidelity|prostitute,1,0.026624068157614485
bare chested male bondage|crime lord|die hard scenario|two word title|undercover,1,0.026624068157614485
bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,1,0.026624068157614485
bare chested male|box office flop|diner|german shepherd|one word title,1,0.026624068157614485
bare chested male|brother|catholic orphanage|long lost siblings|twins,1,0.026624068157614485
bare chested male|chips|two word title,1,0.026624068157614485
bare chested male|detective|electric torture|japanese american|yakuza,1,0.026624068157614485
bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,1,0.026624068157614485
bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,1,0.026624068157614485
bare chested male|gay|gay best friend|gay man|gay marriage proposal,1,0.026624068157614485
bare midriff|china|magical realism|martial arts|sword,1,0.026624068157614485
barefoot|endorsement|surfboard|virtual reality|waves,1,0.026624068157614485
barn owl|escape|owl|ruler|soldier,1,0.026624068157614485
barn|film student|hospital|mummy|video camera,1,0.026624068157614485
baron|fashion|hat|nickname|orphanage,1,0.026624068157614485
barricade|innkeeper|parole|rebellion|student,1,0.026624068157614485
barricading a door|injection in leg|police detective|supernatural|taser,1,0.026624068157614485
barrio|border|newcastle united|party|soccer,1,0.026624068157614485
bartender|christmas|christmas eve|department store|drink,1,0.026624068157614485
bartender|friend|new year's eve|party|punk,1,0.026624068157614485
bartender|groupie|lawyer|road trip|writer,1,0.026624068157614485
bar|bartender|death|heart attack|mentor protege relationship,1,0.026624068157614485
bar|biker|cowboy|drugs|marlboro,1,0.026624068157614485
bar|box office flop|hostage|new orleans louisiana|police,1,0.026624068157614485
bar|bullet|corruption|detective|lawyer,1,0.026624068157614485
bar|catholic guilt|epilepsy|italian american|money,1,0.026624068157614485
bar|coke|drugs|party|snorting,1,0.026624068157614485
bar|container|illegal immigrant|neighbor|shoe shiner,1,0.026624068157614485
bar|crotch shot|female full frontal nudity|female pubic hair|robbery,1,0.026624068157614485
bar|debt|fight|instructor|jujitsu,1,0.026624068157614485
bar|divorce|friend|girl|male objectification,1,0.026624068157614485
bar|dog|interview|lebanon|nightmare,1,0.026624068157614485
bar|dream|drug dealing|nightclub|widower,1,0.026624068157614485
bar|fbi|law|law firm|lawyer,1,0.026624068157614485
bar|florida|love|spring break|waitress,1,0.026624068157614485
bar|gay bar|love|mother son relationship|new york,1,0.026624068157614485
bar|gunfight|human trafficking|mixed martial arts|tire iron,1,0.026624068157614485
bar|hitman|luck|mexico|mexico city,1,0.026624068157614485
bar|job|long distance relationship|male pubic hair|pubic hair,1,0.026624068157614485
bar|strip club|stripper|texas hold 'em|thong,1,0.026624068157614485
baseball card|detective|partner|thief|wedding,1,0.026624068157614485
baseball movie|little league|little league baseball|mexico|three word title,1,0.026624068157614485
baseball|baseball movie|cartoon on tv|dodge viper|retirement,1,0.026624068157614485
baseball|baseball movie|detroit tigers|perfect game|pitcher,1,0.026624068157614485
baseball|baseball player|brooklyn dodgers|major league baseball|racism,1,0.026624068157614485
baseball|baseball player|night|rivalry|summer,1,0.026624068157614485
baseball|baseball practice|escaped convict|neighbor|tied to a chair,1,0.026624068157614485
baseball|baseball team|bully|millionaire|team,1,0.026624068157614485
baseball|based on true story|india|sports agent|training,1,0.026624068157614485
baseball|coach|high school|pitching|texas,1,0.026624068157614485
baseball|fan|obsession|salesman|san francisco giants,1,0.026624068157614485
baseball|friend|oregon|rivalry|softball,1,0.026624068157614485
baseball|meeting|statistics|strategy|voice over,1,0.026624068157614485
based on anime|based on cartoon|gadget car|racer|speed,1,0.026624068157614485
based on article|blindness|box office flop|massage therapist|regaining sight,1,0.026624068157614485
based on book|blob|ferris wheel|manuscript|monster,2,0.05324813631522897
based on cartoon|box office hit|no opening credits|sequel|smurf,1,0.026624068157614485
based on cartoon|chipmunk|concert|fart joke|talking animal,1,0.026624068157614485
based on children's book|creature|igloo|imagination|king,1,0.026624068157614485
based on comic book|batman|sequel to a reboot|superhero|superman,1,0.026624068157614485
based on comic book|breaking the fourth wall|mercenary|mutant|self healing,1,0.026624068157614485
based on comic book|british actor playing american character|final battle|origin of hero|reboot,1,0.026624068157614485
based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,1,0.026624068157614485
based on comic book|dc comics|psychopath|star died before release|urban setting,1,0.026624068157614485
based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,1,0.026624068157614485
based on comic|based on comic book|dark hero|image comics|superhero,1,0.026624068157614485
based on cult comic book|bechdel test passed|cat|detective|radical transformation,1,0.026624068157614485
based on cult comic book|cat|home alone|imagination|talking cat,1,0.026624068157614485
based on cult favorite|disease|female hero|female protagonist|future,1,0.026624068157614485
based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,1,0.026624068157614485
based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,1,0.026624068157614485
based on fairy tale|dark fantasy|fairy tale|second part|sequel,1,0.026624068157614485
based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,1,0.026624068157614485
based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,1,0.026624068157614485
based on multiple works|bully|kiss|memory|mysterious stranger,1,0.026624068157614485
based on novel,1,0.026624068157614485
based on novel|birthday|evil wizard|quidditch|wizard,1,0.026624068157614485
based on novel|children|connecticut|suburb|work,1,0.026624068157614485
based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,1,0.026624068157614485
based on novel|concrete wall|maze|open ended|teenage boy,1,0.026624068157614485
based on novel|damsel in distress|deception|england|zombie,1,0.026624068157614485
based on novel|depression|psychiatric ward|suicide attempt|therapy,1,0.026624068157614485
based on novel|disappearance|missing person|missing wife|murder suspect,1,0.026624068157614485
based on novel|drowning|hanging from a flagpole|hanging from a rope|magic,1,0.026624068157614485
based on novel|escape|imprisonment|kidnapping|mother son relationship,1,0.026624068157614485
