actor_1_name,actor_1_name,proportion
Charles Napier,2,0.05324813631522897
Charles S. Dutton,1,0.026624068157614485
Charlie Hunnam,5,0.13312034078807242
Charlie Korsmo,1,0.026624068157614485
Charlie McDermott,2,0.05324813631522897
Charlie Rowe,1,0.026624068157614485
Charlize Theron,6,0.1597444089456869
Charlotte Rampling,3,0.07987220447284345
Charlyne Yi,1,0.026624068157614485
Chase Ellison,1,0.026624068157614485
Chazz Palminteri,5,0.13312034078807242
Cheech Marin,1,0.026624068157614485
Chelan Simmons,1,0.026624068157614485
Chelcie Ross,1,0.026624068157614485
Chemeeka Walker,1,0.026624068157614485
Chen Chang,1,0.026624068157614485
Cheryl Hines,1,0.026624068157614485
Chloë Grace Moretz,12,0.3194888178913738
Chris Brown,3,0.07987220447284345
Chris Eigeman,1,0.026624068157614485
Chris Elliott,1,0.026624068157614485
Chris Evans,9,0.23961661341853036
Chris Gauthier,1,0.026624068157614485
Chris Hemsworth,15,0.3993610223642172
Chris Klein,1,0.026624068157614485
Chris Marquette,1,0.026624068157614485
Chris Moss,1,0.026624068157614485
Chris Noth,2,0.05324813631522897
Chris Zylka,1,0.026624068157614485
Chriss Anglin,1,0.026624068157614485
Christian Bale,22,0.5857294994675186
Christian Clavier,1,0.026624068157614485
Christian Clemenson,1,0.026624068157614485
Christian Monzon,1,0.026624068157614485
Christina Milian,1,0.026624068157614485
Christine Taylor,1,0.026624068157614485
Christo Jivkov,1,0.026624068157614485
Christoph Waltz,5,0.13312034078807242
Christopher Lambert,5,0.13312034078807242
Christopher Lee,7,0.1863684771033014
Christopher Masterson,1,0.026624068157614485
Christopher Meloni,1,0.026624068157614485
Christopher Nicholas Smith,1,0.026624068157614485
Cicely Tyson,4,0.10649627263045794
Claude Rains,1,0.026624068157614485
Claudia Christian,1,0.026624068157614485
Clayton Snyder,1,0.026624068157614485
Clea DuVall,2,0.05324813631522897
Cliff Robertson,1,0.026624068157614485
Clifton Collins Jr.,4,0.10649627263045794
Clint Eastwood,12,0.3194888178913738
Clint Howard,3,0.07987220447284345
Clive Russell,1,0.026624068157614485
Clu Gulager,1,0.026624068157614485
Cole Hauser,1,0.026624068157614485
Colin Firth,14,0.3727369542066028
Colin Salmon,1,0.026624068157614485
Collette Wolfe,1,0.026624068157614485
Collin Alfredo St. Dic,1,0.026624068157614485
Colm Feore,2,0.05324813631522897
Common,1,0.026624068157614485
Connie Nielsen,4,0.10649627263045794
Connor Paolo,1,0.026624068157614485
Corbin Bernsen,2,0.05324813631522897
